Parsed from filename: Pretrained backbone is Hyperbolic.
Split sizes | train=1624, val=542, test=542 (mode=public, shot=N/A)
[Epoch 0000] loss=22.0374 cls=1.9445 smmd=4.8442 ct=6.9202 rec=1.3889 | train/val/test=0.305/0.290/0.304 | c=1.498601
[Epoch 0001] loss=21.4822 cls=1.9007 smmd=4.5768 ct=6.9175 rec=1.3938 | train/val/test=0.305/0.290/0.304 | c=1.498601
[Epoch 0002] loss=20.8084 cls=1.8419 smmd=4.2640 ct=6.9107 rec=1.3967 | train/val/test=0.305/0.290/0.304 | c=1.498601
[Epoch 0003] loss=20.4024 cls=1.8093 smmd=3.9232 ct=7.5663 rec=1.3927 | train/val/test=0.305/0.290/0.304 | c=1.498601
[Epoch 0004] loss=19.5328 cls=1.8040 smmd=3.5480 ct=7.3625 rec=1.3903 | train/val/test=0.306/0.290/0.306 | c=1.498601
[Epoch 0005] loss=18.5787 cls=1.7808 smmd=3.1492 ct=7.1065 rec=1.3893 | train/val/test=0.353/0.336/0.343 | c=1.498601
[Epoch 0006] loss=17.5828 cls=1.7166 smmd=2.7211 ct=6.9600 rec=1.3888 | train/val/test=0.393/0.365/0.380 | c=1.498601
[Epoch 0007] loss=16.5565 cls=1.6295 smmd=2.2719 ct=6.8795 rec=1.3887 | train/val/test=0.416/0.389/0.410 | c=1.498601
[Epoch 0008] loss=15.5098 cls=1.5329 smmd=1.8154 ct=6.8195 rec=1.3873 | train/val/test=0.462/0.424/0.459 | c=1.498601
[Epoch 0009] loss=14.3920 cls=1.4067 smmd=1.3528 ct=6.7611 rec=1.3798 | train/val/test=0.586/0.537/0.561 | c=1.498601
[Epoch 0010] loss=13.3660 cls=1.2655 smmd=0.9561 ct=6.7303 rec=1.3646 | train/val/test=0.728/0.708/0.727 | c=1.498601
[Epoch 0011] loss=12.5599 cls=1.1298 smmd=0.6540 ct=6.7932 rec=1.3451 | train/val/test=0.783/0.764/0.779 | c=1.498601
[Epoch 0012] loss=11.9978 cls=0.9829 smmd=0.4759 ct=6.8890 rec=1.3237 | train/val/test=0.794/0.769/0.792 | c=1.498601
[Epoch 0013] loss=11.6690 cls=0.8528 smmd=0.4153 ct=6.9326 rec=1.3039 | train/val/test=0.824/0.799/0.803 | c=1.498601
[Epoch 0014] loss=11.4808 cls=0.7488 smmd=0.4220 ct=6.9360 rec=1.2840 | train/val/test=0.849/0.815/0.832 | c=1.498601
[Epoch 0015] loss=11.3807 cls=0.6612 smmd=0.4684 ct=6.9322 rec=1.2633 | train/val/test=0.863/0.830/0.843 | c=1.498601
[Epoch 0016] loss=11.3053 cls=0.5908 smmd=0.5139 ct=6.9272 rec=1.2446 | train/val/test=0.860/0.834/0.841 | c=1.498601
