Experiment Cora-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-10-3 - 2025-09-21 06:36:13:
Running experiment Cora-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-10-3...
Experiment Cora-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-10-3 output:
Parsed from filename: Pretrained backbone is Hyperbolic.
Pretrain dataset overridden by checkpoint: PubMed -> Computers
Split sizes | train=58, val=500, test=1000 (mode=few, shot=10)
[Epoch 0000] loss=18.1920 cls=1.9463 smmd=4.2145 ct=9.2534 rec=1.3889 | train/val/test=0.379/0.236/0.240 | c=0.998347
[Epoch 0001] loss=16.6782 cls=1.8948 smmd=2.8385 ct=9.1662 rec=1.3893 | train/val/test=0.655/0.402/0.427 | c=0.998347
[Epoch 0002] loss=15.2047 cls=1.7431 smmd=1.5981 ct=9.0867 rec=1.3884 | train/val/test=0.500/0.350/0.337 | c=0.998347
[Epoch 0003] loss=14.8176 cls=1.4938 smmd=1.4911 ct=9.0629 rec=1.3849 | train/val/test=0.759/0.418/0.408 | c=0.998347
[Epoch 0004] loss=14.5537 cls=1.1372 smmd=1.7104 ct=8.9592 rec=1.3735 | train/val/test=0.948/0.656/0.670 | c=0.998347
[Epoch 0005] loss=14.0062 cls=0.8093 smmd=1.6088 ct=8.8873 rec=1.3504 | train/val/test=0.931/0.628/0.630 | c=0.998347
[Epoch 0006] loss=13.4013 cls=0.5562 smmd=1.3852 ct=8.8268 rec=1.3165 | train/val/test=0.931/0.608/0.589 | c=0.998347
[Epoch 0007] loss=12.8685 cls=0.3659 smmd=1.1338 ct=8.8027 rec=1.2830 | train/val/test=0.931/0.626/0.604 | c=0.998347
[Epoch 0008] loss=12.5655 cls=0.2310 smmd=1.0347 ct=8.7893 rec=1.2552 | train/val/test=0.983/0.648/0.643 | c=0.998347
[Epoch 0009] loss=13.1646 cls=0.1373 smmd=1.0814 ct=9.4813 rec=1.2322 | train/val/test=0.983/0.660/0.659 | c=0.998347
