Experiment Photo-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-10-2 - 2025-09-21 07:07:17:
Running experiment Photo-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-10-2...
Experiment Photo-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-10-2 output:
Parsed from filename: Pretrained backbone is Hyperbolic.
Pretrain dataset overridden by checkpoint: PubMed -> Computers
Split sizes | train=79, val=1514, test=6057 (mode=few, shot=10)
[Epoch 0000] loss=10.9969 cls=2.0811 smmd=6.7092 ct=10.3408 rec=1.3844 | train/val/test=0.139/0.247/0.260 | c=0.998347
[Epoch 0001] loss=9.2643 cls=2.0781 smmd=4.8336 ct=11.0711 rec=1.3844 | train/val/test=0.139/0.149/0.138 | c=0.998347
[Epoch 0002] loss=8.7389 cls=2.0767 smmd=4.3818 ct=10.7097 rec=1.3844 | train/val/test=0.127/0.222/0.221 | c=0.998347
[Epoch 0003] loss=8.7867 cls=2.0737 smmd=4.4821 ct=10.4624 rec=1.3844 | train/val/test=0.253/0.287/0.292 | c=0.998347
[Epoch 0004] loss=7.7566 cls=2.0697 smmd=3.5343 ct=10.0707 rec=1.3844 | train/val/test=0.278/0.209/0.206 | c=0.998347
[Epoch 0005] loss=6.7560 cls=2.0646 smmd=2.5679 ct=9.9255 rec=1.3844 | train/val/test=0.291/0.107/0.100 | c=0.998347
[Epoch 0006] loss=6.7851 cls=2.0580 smmd=2.5884 ct=10.0014 rec=1.3844 | train/val/test=0.418/0.189/0.186 | c=0.998347
[Epoch 0007] loss=6.5928 cls=2.0497 smmd=2.4264 ct=9.8909 rec=1.3844 | train/val/test=0.418/0.285/0.296 | c=0.998347
[Epoch 0008] loss=6.1367 cls=2.0397 smmd=2.0006 ct=9.7896 rec=1.3843 | train/val/test=0.443/0.352/0.362 | c=0.998347
[Epoch 0009] loss=5.8241 cls=2.0277 smmd=1.7012 ct=9.7836 rec=1.3843 | train/val/test=0.633/0.579/0.595 | c=0.998347
[Epoch 0010] loss=5.5946 cls=2.0138 smmd=1.4923 ct=9.7504 rec=1.3843 | train/val/test=0.734/0.650/0.673 | c=0.998347
[Epoch 0011] loss=5.5559 cls=1.9979 smmd=1.4616 ct=9.7896 rec=1.3842 | train/val/test=0.696/0.559/0.584 | c=0.998347
[Epoch 0012] loss=5.4867 cls=1.9796 smmd=1.4090 ct=9.7986 rec=1.3841 | train/val/test=0.557/0.446/0.462 | c=0.998347
[Epoch 0013] loss=5.2548 cls=1.9588 smmd=1.2029 ct=9.7735 rec=1.3840 | train/val/test=0.570/0.456/0.465 | c=0.998347
[Epoch 0014] loss=5.0944 cls=1.9356 smmd=1.0713 ct=9.7451 rec=1.3838 | train/val/test=0.658/0.552/0.558 | c=0.998347
[Epoch 0015] loss=5.0793 cls=1.9105 smmd=1.0847 ct=9.7287 rec=1.3836 | train/val/test=0.709/0.621/0.634 | c=0.998347
[Epoch 0016] loss=5.0386 cls=1.8828 smmd=1.0709 ct=9.7324 rec=1.3833 | train/val/test=0.759/0.631/0.642 | c=0.998347
[Epoch 0017] loss=4.9055 cls=1.8529 smmd=0.9660 ct=9.7415 rec=1.3830 | train/val/test=0.734/0.610/0.628 | c=0.998347
[Epoch 0018] loss=4.7834 cls=1.8209 smmd=0.8709 ct=9.7670 rec=1.3825 | train/val/test=0.835/0.647/0.666 | c=0.998347
[Epoch 0019] loss=4.7550 cls=1.7867 smmd=0.8745 ct=9.7781 rec=1.3818 | train/val/test=0.848/0.678/0.691 | c=0.998347
[Epoch 0020] loss=4.6725 cls=1.7508 smmd=0.8306 ct=9.7651 rec=1.3811 | train/val/test=0.861/0.713/0.720 | c=0.998347
[Epoch 0021] loss=4.5807 cls=1.7129 smmd=0.7770 ct=9.7642 rec=1.3802 | train/val/test=0.873/0.735/0.739 | c=0.998347
[Epoch 0022] loss=4.4975 cls=1.6731 smmd=0.7311 ct=9.7768 rec=1.3792 | train/val/test=0.886/0.751/0.752 | c=0.998347
[Epoch 0023] loss=4.4271 cls=1.6323 smmd=0.6979 ct=9.7956 rec=1.3779 | train/val/test=0.873/0.751/0.753 | c=0.998347
[Epoch 0024] loss=4.3616 cls=1.5910 smmd=0.6718 ct=9.8062 rec=1.3765 | train/val/test=0.873/0.748/0.754 | c=0.998347
[Epoch 0025] loss=4.2600 cls=1.5485 smmd=0.6114 ct=9.8130 rec=1.3747 | train/val/test=0.873/0.749/0.755 | c=0.998347
[Epoch 0026] loss=4.2178 cls=1.5051 smmd=0.6119 ct=9.8177 rec=1.3728 | train/val/test=0.886/0.749/0.754 | c=0.998347
[Epoch 0027] loss=4.1424 cls=1.4620 smmd=0.5785 ct=9.8245 rec=1.3708 | train/val/test=0.886/0.765/0.767 | c=0.998347
[Epoch 0028] loss=4.0515 cls=1.4194 smmd=0.5284 ct=9.8338 rec=1.3686 | train/val/test=0.886/0.771/0.775 | c=0.998347
[Epoch 0029] loss=3.9926 cls=1.3764 smmd=0.5113 ct=9.8418 rec=1.3662 | train/val/test=0.886/0.768/0.777 | c=0.998347
[Epoch 0030] loss=3.9165 cls=1.3330 smmd=0.4761 ct=9.8553 rec=1.3635 | train/val/test=0.873/0.760/0.778 | c=0.998347
[Epoch 0031] loss=3.8486 cls=1.2926 smmd=0.4468 ct=9.8661 rec=1.3605 | train/val/test=0.873/0.769/0.783 | c=0.998347
[Epoch 0032] loss=3.7861 cls=1.2508 smmd=0.4272 ct=9.8621 rec=1.3578 | train/val/test=0.873/0.781/0.789 | c=0.998347
[Epoch 0033] loss=3.7310 cls=1.2100 smmd=0.4116 ct=9.8697 rec=1.3548 | train/val/test=0.873/0.780/0.793 | c=0.998347
[Epoch 0034] loss=3.6905 cls=1.1703 smmd=0.4094 ct=9.8782 rec=1.3514 | train/val/test=0.873/0.787/0.799 | c=0.998347
[Epoch 0035] loss=3.6333 cls=1.1313 smmd=0.3898 ct=9.8871 rec=1.3481 | train/val/test=0.873/0.787/0.803 | c=0.998347
[Epoch 0036] loss=3.5708 cls=1.0955 smmd=0.3629 ct=9.8899 rec=1.3446 | train/val/test=0.873/0.801/0.810 | c=0.998347
[Epoch 0037] loss=3.5457 cls=1.0584 smmd=0.3745 ct=9.8932 rec=1.3414 | train/val/test=0.873/0.803/0.814 | c=0.998347
[Epoch 0038] loss=3.4849 cls=1.0242 smmd=0.3485 ct=9.8925 rec=1.3378 | train/val/test=0.886/0.810/0.819 | c=0.998347
[Epoch 0039] loss=3.4356 cls=0.9893 smmd=0.3338 ct=9.8951 rec=1.3346 | train/val/test=0.886/0.812/0.823 | c=0.998347
[Epoch 0040] loss=3.4025 cls=0.9593 smmd=0.3300 ct=9.9004 rec=1.3306 | train/val/test=0.886/0.817/0.824 | c=0.998347
[Epoch 0041] loss=3.3468 cls=0.9256 smmd=0.3070 ct=9.9068 rec=1.3278 | train/val/test=0.886/0.818/0.830 | c=0.998347
[Epoch 0042] loss=3.3154 cls=0.8978 smmd=0.3045 ct=9.9034 rec=1.3241 | train/val/test=0.899/0.820/0.829 | c=0.998347
[Epoch 0043] loss=3.2837 cls=0.8688 smmd=0.3026 ct=9.9012 rec=1.3210 | train/val/test=0.899/0.849/0.854 | c=0.998347
[Epoch 0044] loss=3.2458 cls=0.8416 smmd=0.2920 ct=9.9021 rec=1.3177 | train/val/test=0.911/0.840/0.843 | c=0.998347
[Epoch 0045] loss=3.2125 cls=0.8151 smmd=0.2854 ct=9.9026 rec=1.3153 | train/val/test=0.899/0.855/0.866 | c=0.998347
[Epoch 0046] loss=3.1847 cls=0.7933 smmd=0.2794 ct=9.9045 rec=1.3113 | train/val/test=0.924/0.833/0.840 | c=0.998347
[Epoch 0047] loss=3.1604 cls=0.7674 smmd=0.2811 ct=9.9042 rec=1.3101 | train/val/test=0.911/0.857/0.872 | c=0.998347
[Epoch 0048] loss=3.1411 cls=0.7545 smmd=0.2754 ct=9.9035 rec=1.3052 | train/val/test=0.924/0.803/0.802 | c=0.998347
[Epoch 0049] loss=3.1502 cls=0.7357 smmd=0.2999 ct=9.9190 rec=1.3079 | train/val/test=0.861/0.819/0.837 | c=0.998347
[Epoch 0050] loss=3.1737 cls=0.7483 smmd=0.3105 ct=9.9244 rec=1.2998 | train/val/test=0.835/0.717/0.709 | c=0.998347
[Epoch 0051] loss=3.2295 cls=0.7482 smmd=0.3585 ct=9.9589 rec=1.3102 | train/val/test=0.835/0.799/0.819 | c=0.998347
[Epoch 0052] loss=3.1726 cls=0.7353 smmd=0.3196 ct=9.9412 rec=1.2953 | train/val/test=0.937/0.799/0.792 | c=0.998347
[Epoch 0053] loss=3.0758 cls=0.6670 smmd=0.2925 ct=9.9311 rec=1.3001 | train/val/test=0.937/0.877/0.886 | c=0.998347
[Epoch 0054] loss=2.9864 cls=0.6278 smmd=0.2496 ct=9.8999 rec=1.2903 | train/val/test=0.924/0.871/0.885 | c=0.998347
[Epoch 0055] loss=2.9966 cls=0.6282 smmd=0.2577 ct=9.9103 rec=1.2868 | train/val/test=0.911/0.779/0.767 | c=0.998347
[Epoch 0056] loss=3.0540 cls=0.6320 smmd=0.3033 ct=9.9454 rec=1.2959 | train/val/test=0.899/0.841/0.857 | c=0.998347
[Epoch 0057] loss=3.0251 cls=0.6239 smmd=0.2876 ct=9.9269 rec=1.2827 | train/val/test=0.962/0.823/0.823 | c=0.998347
[Epoch 0058] loss=2.9399 cls=0.5748 smmd=0.2509 ct=9.9276 rec=1.2870 | train/val/test=0.937/0.881/0.887 | c=0.998347
[Epoch 0059] loss=2.8908 cls=0.5459 smmd=0.2359 ct=9.9055 rec=1.2796 | train/val/test=0.949/0.878/0.890 | c=0.998347
[Epoch 0060] loss=2.8903 cls=0.5466 smmd=0.2336 ct=9.9130 rec=1.2762 | train/val/test=0.949/0.814/0.808 | c=0.998347
[Epoch 0061] loss=2.9239 cls=0.5427 smmd=0.2653 ct=9.9375 rec=1.2837 | train/val/test=0.937/0.865/0.882 | c=0.998347
[Epoch 0062] loss=2.8971 cls=0.5393 smmd=0.2470 ct=9.9175 rec=1.2728 | train/val/test=0.962/0.830/0.833 | c=0.998347
