Experiment CiteSeer-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-5-2 - 2025-09-21 06:19:42:
Running experiment CiteSeer-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-5-2...
Experiment CiteSeer-/mnt/data1/Graph/HypGraphLoRA/pre_trained_gnn/Computers.GRACE.GAT.hyp_True.True.20250912-232538.pth-True-5-2 output:
Parsed from filename: Pretrained backbone is Hyperbolic.
Pretrain dataset overridden by checkpoint: PubMed -> Computers
Split sizes | train=26, val=500, test=1000 (mode=few, shot=5)
[Epoch 0000] loss=19.7513 cls=1.7927 smmd=4.1058 ct=9.4851 rec=1.3917 | train/val/test=0.538/0.242/0.233 | c=0.998347
[Epoch 0001] loss=19.4641 cls=1.7685 smmd=3.5791 ct=9.4781 rec=1.3917 | train/val/test=0.846/0.420/0.412 | c=0.998347
[Epoch 0002] loss=18.8564 cls=1.7383 smmd=2.6306 ct=9.3659 rec=1.3917 | train/val/test=0.500/0.282/0.319 | c=0.998347
[Epoch 0003] loss=18.6388 cls=1.6875 smmd=2.4494 ct=9.2745 rec=1.3917 | train/val/test=0.923/0.452/0.491 | c=0.998347
[Epoch 0004] loss=19.2834 cls=1.6222 smmd=2.2866 ct=10.0479 rec=1.3913 | train/val/test=0.769/0.406/0.468 | c=0.998347
[Epoch 0005] loss=18.5174 cls=1.5307 smmd=1.8410 ct=9.5718 rec=1.3907 | train/val/test=0.577/0.298/0.351 | c=0.998347
[Epoch 0006] loss=18.5814 cls=1.4601 smmd=2.1879 ct=9.5142 rec=1.3902 | train/val/test=0.692/0.308/0.364 | c=0.998347
[Epoch 0007] loss=18.5060 cls=1.3686 smmd=2.2465 ct=9.4810 rec=1.3888 | train/val/test=0.885/0.464/0.475 | c=0.998347
[Epoch 0008] loss=18.2766 cls=1.2631 smmd=1.9200 ct=9.5003 rec=1.3864 | train/val/test=0.923/0.552/0.562 | c=0.998347
[Epoch 0009] loss=18.1007 cls=1.1846 smmd=1.5103 ct=9.5931 rec=1.3846 | train/val/test=0.962/0.574/0.613 | c=0.998347
[Epoch 0010] loss=17.9574 cls=1.1146 smmd=1.2040 ct=9.6584 rec=1.3834 | train/val/test=0.962/0.560/0.577 | c=0.998347
[Epoch 0011] loss=17.8987 cls=1.0503 smmd=1.1092 ct=9.6950 rec=1.3828 | train/val/test=0.962/0.536/0.552 | c=0.998347
[Epoch 0012] loss=17.8300 cls=0.9918 smmd=1.1156 ct=9.6661 rec=1.3824 | train/val/test=1.000/0.570/0.599 | c=0.998347
