Parsed from filename: Pretrained backbone is Hyperbolic.
Split sizes | train=1996, val=665, test=666 (mode=public, shot=N/A)
[Epoch 0000] loss=21.0347 cls=1.7864 smmd=4.4067 ct=6.9528 rec=1.3917 | train/val/test=0.284/0.257/0.269 | c=0.998961
[Epoch 0001] loss=19.7465 cls=1.7773 smmd=3.7720 ct=6.9334 rec=1.3917 | train/val/test=0.359/0.337/0.312 | c=0.998961
[Epoch 0002] loss=17.1532 cls=1.7426 smmd=2.5171 ct=6.8357 rec=1.3917 | train/val/test=0.626/0.597/0.584 | c=0.998961
[Epoch 0003] loss=16.8038 cls=1.6871 smmd=2.3999 ct=6.7188 rec=1.3915 | train/val/test=0.694/0.656/0.674 | c=0.998961
[Epoch 0004] loss=15.7387 cls=1.5986 smmd=1.7789 ct=7.2615 rec=1.3903 | train/val/test=0.698/0.672/0.665 | c=0.998961
[Epoch 0005] loss=14.6088 cls=1.4856 smmd=1.3610 ct=6.9259 rec=1.3877 | train/val/test=0.726/0.704/0.697 | c=0.998961
[Epoch 0006] loss=14.5458 cls=1.3762 smmd=1.4083 ct=6.8852 rec=1.3821 | train/val/test=0.741/0.720/0.718 | c=0.998961
[Epoch 0007] loss=13.6899 cls=1.2689 smmd=1.0370 ct=6.9621 rec=1.3732 | train/val/test=0.751/0.720/0.721 | c=0.998961
[Epoch 0008] loss=13.3505 cls=1.1759 smmd=0.9199 ct=7.0500 rec=1.3619 | train/val/test=0.758/0.728/0.727 | c=0.998961
[Epoch 0009] loss=13.3297 cls=1.0941 smmd=0.9610 ct=7.1352 rec=1.3492 | train/val/test=0.759/0.734/0.722 | c=0.998961
[Epoch 0010] loss=12.6919 cls=1.0216 smmd=0.7084 ct=7.1577 rec=1.3350 | train/val/test=0.764/0.725/0.725 | c=0.998961
[Epoch 0011] loss=12.5184 cls=0.9595 smmd=0.7123 ct=7.0765 rec=1.3192 | train/val/test=0.759/0.720/0.724 | c=0.998961
[Epoch 0012] loss=12.4199 cls=0.9155 smmd=0.7443 ct=6.9936 rec=1.3038 | train/val/test=0.761/0.726/0.722 | c=0.998961
[Epoch 0013] loss=11.8780 cls=0.8546 smmd=0.5544 ct=6.9794 rec=1.2850 | train/val/test=0.769/0.732/0.728 | c=0.998961
[Epoch 0014] loss=11.7986 cls=0.7954 smmd=0.5638 ct=7.0813 rec=1.2670 | train/val/test=0.775/0.735/0.724 | c=0.998961
[Epoch 0015] loss=11.6912 cls=0.7544 smmd=0.5444 ct=7.1760 rec=1.2520 | train/val/test=0.775/0.732/0.724 | c=0.998961
[Epoch 0016] loss=11.3302 cls=0.7246 smmd=0.4211 ct=7.1485 rec=1.2378 | train/val/test=0.779/0.737/0.725 | c=0.998961
[Epoch 0017] loss=11.3131 cls=0.7059 smmd=0.4710 ct=7.0682 rec=1.2262 | train/val/test=0.780/0.741/0.724 | c=0.998961
[Epoch 0018] loss=11.2140 cls=0.6895 smmd=0.4634 ct=7.0203 rec=1.2175 | train/val/test=0.786/0.737/0.721 | c=0.998961
[Epoch 0019] loss=11.0029 cls=0.6707 smmd=0.3785 ct=7.0407 rec=1.2110 | train/val/test=0.792/0.743/0.725 | c=0.998961
[Epoch 0020] loss=11.0104 cls=0.6545 smmd=0.3860 ct=7.1047 rec=1.2063 | train/val/test=0.791/0.743/0.727 | c=0.998961
[Epoch 0021] loss=10.9411 cls=0.6438 smmd=0.3580 ct=7.1302 rec=1.2032 | train/val/test=0.794/0.734/0.725 | c=0.998961
[Epoch 0022] loss=10.8277 cls=0.6351 smmd=0.3195 ct=7.0947 rec=1.2013 | train/val/test=0.795/0.734/0.727 | c=0.998961
[Epoch 0023] loss=10.8298 cls=0.6261 smmd=0.3405 ct=7.0555 rec=1.1990 | train/val/test=0.802/0.741/0.727 | c=0.998961
[Epoch 0024] loss=10.7690 cls=0.6137 smmd=0.3256 ct=7.0423 rec=1.1966 | train/val/test=0.804/0.740/0.728 | c=0.998961
[Epoch 0025] loss=10.6999 cls=0.6010 smmd=0.2976 ct=7.0645 rec=1.1943 | train/val/test=0.805/0.741/0.730 | c=0.998961
[Epoch 0026] loss=10.6743 cls=0.5900 smmd=0.2894 ct=7.0905 rec=1.1920 | train/val/test=0.810/0.740/0.730 | c=0.998961
