Parsed from filename: Pretrained backbone is Hyperbolic.
Split sizes | train=1996, val=665, test=666 (mode=public, shot=N/A)
[Epoch 0000] loss=16.9781 cls=1.7922 smmd=2.3802 ct=6.9345 rec=1.3917 | train/val/test=0.210/0.194/0.179 | c=1.998404
[Epoch 0001] loss=16.6986 cls=1.7825 smmd=2.2440 ct=6.9391 rec=1.3917 | train/val/test=0.214/0.198/0.180 | c=1.998404
[Epoch 0002] loss=15.4221 cls=1.7729 smmd=1.6140 ct=6.9252 rec=1.3917 | train/val/test=0.267/0.242/0.239 | c=1.998404
[Epoch 0003] loss=14.9179 cls=1.7611 smmd=1.2028 ct=7.5844 rec=1.3918 | train/val/test=0.263/0.233/0.224 | c=1.998404
[Epoch 0004] loss=14.2596 cls=1.7443 smmd=0.9484 ct=7.3176 rec=1.3919 | train/val/test=0.280/0.259/0.236 | c=1.998404
[Epoch 0005] loss=13.7372 cls=1.7270 smmd=0.7454 ct=7.1179 rec=1.3921 | train/val/test=0.326/0.308/0.302 | c=1.998404
[Epoch 0006] loss=13.6247 cls=1.7082 smmd=0.7091 ct=7.0753 rec=1.3921 | train/val/test=0.370/0.355/0.345 | c=1.998404
[Epoch 0007] loss=13.4684 cls=1.6865 smmd=0.6362 ct=7.0987 rec=1.3920 | train/val/test=0.471/0.468/0.450 | c=1.998404
[Epoch 0008] loss=13.0647 cls=1.6616 smmd=0.4389 ct=7.1325 rec=1.3918 | train/val/test=0.564/0.556/0.539 | c=1.998404
[Epoch 0009] loss=12.7622 cls=1.6341 smmd=0.2941 ct=7.1653 rec=1.3914 | train/val/test=0.604/0.586/0.566 | c=1.998404
[Epoch 0010] loss=12.8224 cls=1.6046 smmd=0.3345 ct=7.1878 rec=1.3910 | train/val/test=0.620/0.615/0.587 | c=1.998404
[Epoch 0011] loss=12.9024 cls=1.5731 smmd=0.3945 ct=7.1768 rec=1.3904 | train/val/test=0.640/0.641/0.617 | c=1.998404
[Epoch 0012] loss=12.7291 cls=1.5393 smmd=0.3365 ct=7.1377 rec=1.3896 | train/val/test=0.675/0.669/0.644 | c=1.998404
[Epoch 0013] loss=12.4857 cls=1.5034 smmd=0.2453 ct=7.0998 rec=1.3884 | train/val/test=0.697/0.708/0.670 | c=1.998404
[Epoch 0014] loss=12.4364 cls=1.4656 smmd=0.2480 ct=7.0819 rec=1.3868 | train/val/test=0.719/0.729/0.707 | c=1.998404
[Epoch 0015] loss=12.5079 cls=1.4258 smmd=0.3101 ct=7.0768 rec=1.3847 | train/val/test=0.723/0.740/0.716 | c=1.998404
