Parsed from filename: Pretrained backbone is Hyperbolic.
Split sizes | train=4590, val=1530, test=1530 (mode=public, shot=N/A)
[Epoch 0000] loss=8.6537 cls=2.0839 smmd=4.8116 ct=7.4069 rec=1.3844 | train/val/test=0.097/0.099/0.071 | c=0.998905
[Epoch 0001] loss=8.9107 cls=2.1776 smmd=4.9748 ct=7.4070 rec=1.3846 | train/val/test=0.258/0.227/0.268 | c=0.998905
[Epoch 0002] loss=8.1528 cls=2.0123 smmd=4.3825 ct=7.4052 rec=1.3845 | train/val/test=0.258/0.227/0.268 | c=0.998905
[Epoch 0003] loss=7.0975 cls=1.9284 smmd=3.4111 ct=7.4027 rec=1.3872 | train/val/test=0.258/0.227/0.268 | c=0.998905
[Epoch 0004] loss=6.7148 cls=1.9109 smmd=2.9283 ct=7.9888 rec=1.3890 | train/val/test=0.294/0.273/0.319 | c=0.998905
[Epoch 0005] loss=6.1632 cls=1.8840 smmd=2.4098 ct=7.9581 rec=1.3891 | train/val/test=0.430/0.413/0.435 | c=0.998905
[Epoch 0006] loss=5.9340 cls=1.8473 smmd=2.2369 ct=7.8607 rec=1.3884 | train/val/test=0.432/0.414/0.439 | c=0.998905
[Epoch 0007] loss=5.5664 cls=1.7781 smmd=1.9452 ct=7.8295 rec=1.3858 | train/val/test=0.327/0.308/0.344 | c=0.998905
[Epoch 0008] loss=4.8251 cls=1.7042 smmd=1.3099 ct=7.6695 rec=1.3857 | train/val/test=0.294/0.268/0.316 | c=0.998905
[Epoch 0009] loss=4.6556 cls=1.6442 smmd=1.1936 ct=7.7042 rec=1.3848 | train/val/test=0.541/0.535/0.547 | c=0.998905
[Epoch 0010] loss=4.5777 cls=1.5005 smmd=1.2266 ct=7.8761 rec=1.3769 | train/val/test=0.666/0.652/0.663 | c=0.998905
[Epoch 0011] loss=4.1036 cls=1.3667 smmd=0.8894 ct=7.8685 rec=1.3689 | train/val/test=0.687/0.680/0.681 | c=0.998905
[Epoch 0012] loss=3.7256 cls=1.2509 smmd=0.6581 ct=7.7280 rec=1.3551 | train/val/test=0.722/0.724/0.707 | c=0.998905
[Epoch 0013] loss=3.6986 cls=1.1586 smmd=0.7426 ct=7.6514 rec=1.3354 | train/val/test=0.711/0.711/0.707 | c=0.998905
[Epoch 0014] loss=3.5715 cls=1.0502 smmd=0.7473 ct=7.5519 rec=1.3182 | train/val/test=0.788/0.797/0.782 | c=0.998905
[Epoch 0015] loss=3.3052 cls=0.9360 smmd=0.6056 ct=7.5211 rec=1.2972 | train/val/test=0.793/0.807/0.783 | c=0.998905
[Epoch 0016] loss=3.1488 cls=0.8473 smmd=0.5327 ct=7.5654 rec=1.2786 | train/val/test=0.793/0.810/0.785 | c=0.998905
