Parsed from filename: Pretrained backbone is Hyperbolic.
Split sizes | train=11830, val=3943, test=3944 (mode=public, shot=N/A)
[Epoch 0000] loss=56.5805 cls=1.0955 smmd=4.0820 ct=7.2532 rec=1.4136 | train/val/test=0.403/0.397/0.414 | c=1.998404
[Epoch 0001] loss=32.2473 cls=1.0646 smmd=1.6625 ct=7.1914 rec=1.4153 | train/val/test=0.528/0.522/0.546 | c=1.998404
[Epoch 0002] loss=23.1849 cls=1.0716 smmd=0.7653 ct=7.1448 rec=1.4138 | train/val/test=0.572/0.558/0.587 | c=1.998404
[Epoch 0003] loss=26.5799 cls=1.0544 smmd=1.1042 ct=7.1518 rec=1.4139 | train/val/test=0.575/0.556/0.588 | c=1.998404
[Epoch 0004] loss=25.2285 cls=1.0247 smmd=0.9771 ct=7.1189 rec=1.4155 | train/val/test=0.569/0.551/0.583 | c=1.998404
[Epoch 0005] loss=22.7952 cls=1.0047 smmd=0.7416 ct=7.0840 rec=1.4178 | train/val/test=0.561/0.548/0.577 | c=1.998404
[Epoch 0006] loss=20.8270 cls=0.9853 smmd=0.5522 ct=7.0519 rec=1.4175 | train/val/test=0.558/0.545/0.570 | c=1.998404
[Epoch 0007] loss=20.8308 cls=0.9557 smmd=0.5629 ct=7.0083 rec=1.4139 | train/val/test=0.558/0.546/0.574 | c=1.998404
[Epoch 0008] loss=21.7709 cls=0.9156 smmd=0.6675 ct=6.9672 rec=1.4074 | train/val/test=0.561/0.545/0.582 | c=1.998404
[Epoch 0009] loss=21.6368 cls=0.8716 smmd=0.6619 ct=6.9411 rec=1.3989 | train/val/test=0.592/0.578/0.611 | c=1.998404
[Epoch 0010] loss=20.2998 cls=0.8304 smmd=0.5347 ct=6.9217 rec=1.3895 | train/val/test=0.665/0.661/0.670 | c=1.998404
[Epoch 0011] loss=20.3787 cls=0.7952 smmd=0.3985 ct=7.6532 rec=1.3801 | train/val/test=0.692/0.685/0.694 | c=1.998404
[Epoch 0012] loss=19.8811 cls=0.7652 smmd=0.3716 ct=7.5484 rec=1.3716 | train/val/test=0.708/0.701/0.711 | c=1.998404
[Epoch 0013] loss=20.2600 cls=0.7386 smmd=0.4303 ct=7.4531 rec=1.3637 | train/val/test=0.721/0.716/0.721 | c=1.998404
[Epoch 0014] loss=20.4612 cls=0.7160 smmd=0.4579 ct=7.4230 rec=1.3565 | train/val/test=0.730/0.722/0.731 | c=1.998404
[Epoch 0015] loss=20.1199 cls=0.6955 smmd=0.4212 ct=7.4428 rec=1.3501 | train/val/test=0.739/0.729/0.740 | c=1.998404
[Epoch 0016] loss=19.6496 cls=0.6725 smmd=0.3696 ct=7.4725 rec=1.3443 | train/val/test=0.749/0.741/0.750 | c=1.998404
