Parsed from filename: Pretrained backbone is Hyperbolic.
Split sizes | train=11830, val=3943, test=3944 (mode=public, shot=N/A)
[Epoch 0000] loss=81.3086 cls=1.0854 smmd=6.5526 ct=7.2665 rec=1.4137 | train/val/test=0.455/0.450/0.448 | c=0.100000
[Epoch 0001] loss=72.7759 cls=1.0546 smmd=5.7017 ct=7.2608 rec=1.4195 | train/val/test=0.555/0.550/0.556 | c=0.100000
[Epoch 0002] loss=41.7542 cls=1.0473 smmd=2.6190 ct=7.1668 rec=1.4138 | train/val/test=0.332/0.331/0.342 | c=0.100000
[Epoch 0003] loss=45.8857 cls=1.0523 smmd=3.0465 ct=7.0941 rec=1.4127 | train/val/test=0.688/0.681/0.683 | c=0.100000
[Epoch 0004] loss=45.4666 cls=0.8629 smmd=3.0580 ct=6.8775 rec=1.3997 | train/val/test=0.674/0.668/0.674 | c=0.100000
[Epoch 0005] loss=35.2988 cls=0.7581 smmd=2.0619 ct=6.8077 rec=1.3701 | train/val/test=0.677/0.669/0.677 | c=0.100000
[Epoch 0006] loss=28.2289 cls=0.6990 smmd=1.3635 ct=6.7871 rec=1.3395 | train/val/test=0.681/0.673/0.685 | c=0.100000
[Epoch 0007] loss=32.2707 cls=0.6779 smmd=1.7689 ct=6.7913 rec=1.3204 | train/val/test=0.695/0.685/0.695 | c=0.100000
[Epoch 0008] loss=34.5733 cls=0.6538 smmd=1.9999 ct=6.7963 rec=1.3102 | train/val/test=0.729/0.720/0.731 | c=0.100000
[Epoch 0009] loss=32.2621 cls=0.6071 smmd=1.7740 ct=6.7824 rec=1.3085 | train/val/test=0.773/0.772/0.775 | c=0.100000
[Epoch 0010] loss=29.1367 cls=0.5588 smmd=1.3337 ct=7.4318 rec=1.3131 | train/val/test=0.803/0.802/0.803 | c=0.100000
[Epoch 0011] loss=25.6704 cls=0.5308 smmd=1.0232 ct=7.2556 rec=1.3230 | train/val/test=0.809/0.811/0.811 | c=0.100000
[Epoch 0012] loss=26.4979 cls=0.5184 smmd=1.1020 ct=7.2783 rec=1.3234 | train/val/test=0.812/0.811/0.812 | c=0.100000
[Epoch 0013] loss=28.6855 cls=0.5225 smmd=1.3138 ct=7.3108 rec=1.3297 | train/val/test=0.796/0.795/0.792 | c=0.100000
[Epoch 0014] loss=25.9061 cls=0.5338 smmd=1.0451 ct=7.2611 rec=1.3325 | train/val/test=0.781/0.781/0.773 | c=0.100000
[Epoch 0015] loss=23.2633 cls=0.5409 smmd=0.7724 ct=7.3019 rec=1.3306 | train/val/test=0.780/0.779/0.771 | c=0.100000
